id;name_sector;about;image_url;slug
1;медицина;None;https://lh3.googleusercontent.com/fife/AK0iWDzULKi82GJKcFAIVAz0dflAViJV4XZFP48OFY155l1DQcPJPJHZoFm0EQPYiE1vW9HkF-Ed4i_rqls2ITOzKADuTPKvxxlrZu6tfWPm6R3WTH4vfImh16JWegtqwetPUdb_DqssX0u94Ax-Hn98zjG89lAiZmEyv1_m0d7VElnlz5O870AuAfMzDKIl--vmz-jdG5Jc56K1MqVThIkwWB1tVRlh3UQKdww62oMgtJlkwwzJT0pRO5JIxHI8A6W_sG6S3SB5j41Od8W9K0GcwVXYPBFzBphdUAGuFxcao7wFHuiJzi3s0HsHgf1iRLsP8HPzT0RDVF4PnK2GuBY1tFS4HPXkmHnXuHSbByl3kAyGqCeLoOL-t-ddezb7tQ7Iw_7S_p0th5qrM2StM9x6aBo3OxjR6yXNk-y8K6uvtGi_J-cpWj5JDjfoM1-fgtOzXreYJHC7y-qdn_W4VoveOhgOgKpF_-fU-NNM7p21hrCBfF-QpJ-ZxRKpMCF1yl5bCGr8vCmXeeIe76zXXydfjTeq0Og_21HaRKFlR-jfHonBaiRZIN9Abh86X6RFHxoD7-wc6Hw0PPn3xbDxXFWCQBfJ8T1SEUws70pZ3OY02Wmimq8sPQH5MpvT6LbUN2pzk2BC4BYWslscvbEu7HUJss9YcZV9fYiu53fJXuS76989TbNmbkH2wFAmiSqOwpzuALvsQi2bEMNwvJvEql_eg8RPlrnutYFSq3kQCNIOR5-8FlLYpIJ5bjCH9bBTNlAnpuytqNEnZxcwqXhWx1M4HYUtvbb41b-XminSFlO-8eYjA1UM9FU8Xoiina7_ZRA25mFrPtvojnx4WPdRINX-mlDUAAaBMZ2Tbv3IFOAUzvZa5aHNADTGSbdcvHeUiyqzunDXnrSMbRQimGHpQYe9gJPrv_0AZsB-wOb8tPVcm1DAZh-ZWULvwqUNLsbWWTauW-B53lfCowLkgt3_bwsWW3LoOOshIy3pzxtftZr-6I407CENsf-ihEa9ey2leuv05okxmU7zqPYpTZns1-dI7_fvXyzo-TPdtK8_u0JehAIUAGDi5MHKO26vi02sgg8_-LeLasUuDYsljLm1YLvII22YACQs0UUcWzk1lDWW_Z7ItRQUigv2L_Y7sF8fk5vuhUutatUi21WHWCLRrSSK6pmu4peOSnu8u2VNN8ByomnbZSnX8nvBr-Tao9oYk7IONUWkjilO3banQtDBgqfuViOHqQqAbpi77OyXe6_0oX8gnU3CEAiPfGBqRE78acTPhwEP2mUTf0An-uUELstGJ59lD44WLoA4npoGMAuHEdmJWUZYPYXnmC4_pJ2NLOIznm2KdX_b2miC6tcRE1eNAFJiVz7_kiVo72VPKtdDtpS5toriyOz2oY9is7rlQkJUoNWvKjifC1t4G-U0qA4Z3nsrJ4AEWjrMGAZXlrjkr4Dm-CH_OcNnX4dEysEI_2Zk_EoibvgR_NduHqy3w-GfK3FqL9-XtK5YL60TXubIqd11PtvT4g69wpOX7wHRXkZeMBUH1JDLdtg=w1920-h905;medical
2;разработка ПО;None;https://lh3.googleusercontent.com/fife/AK0iWDzL461W5H2eZwsQxNLng7Aoq8MOIjc-1iEMK0X7uxEkDR9dM43-Q8qiLEgksHx0094wplVphaq7EeigLNqRYY5S9ZsEU90jewrAFAcVrPJfVRDKEpEE6viZOOE0zX0WyM7wchHzhb7fzWGmfqP4-YZWTX30wWZpKYAmHgAAdtQSsohjp5EfiOu3QA5d3JzoLfLM_LLpOaXbQykAUlLyQ5BZaKf2nVw9LCXK0ejEi3uV9tVzORPck6zbDmAO6huFwU672oiUCqg7_k-AZ6AHmMJGHgq60aktna7QM6ugUXjYO4LZPgPmI2DVLRiHanwFVSVKa492ox3mgX3L29eSoTQP9SQH-_lrIRcdxJkqkusDvzuc2n4QW-USUPsp2qEaB3yBxarc9lIu91786Wj2s9zywpC9uEGUY2QzK4HmBHg9YUqMp_kwPPRkfU9g6ezUuWtrKAvNMOO_BOTtZTuGI_cmbqI0tyJQ_QiMMLC02QfikjD0GM7UoLZHynFToGyNN6tFjtjy-MiMKZGsbv0LfIvhqV2AU5evhzATKkEp0l0zgP8WDAwZRakqFJgmOuW8F0xoQu4e64do_V5vz5MWV-mwax1wqbdjrvqJRfVtk2V_FWO96Yv_1ejHNErLH3r_fhMZN-Ivh9TVTFDzBBa7nEsU4VxV8KuPnf5fWa9NyGInDtbbLXuR7VrmRjyXK1vdnmiIieu932uiowDSPiBm590OIpDLYCr6RZemTku7FingRgpOpsoLW9EwAKg7QtM-McxkCiAi9wQgVoQqmHgjKDhunUJ4CNlEp6QgiwV96YDr6Siy0SjitneGdYsxpmhvM7-IwmnH3KkWE-02czc-pMLxdb6AydyHkbu35SZkwBlXg0bx6urwW1QyyvWnlqnuycDCQCJqx9gHMS4PbPjTPjjWXU6Ve6JEdkJGzBCJv034YSZsEZ2weRR-BHJuu5tHKAms6wI4pjN3p1q5m8Hu1JMGbEOc4VC9Scgm0y3y0FOKswbENfgx-kEMp9edheFyNtW9jVoD4DrNVZ1ZuddswAAjJvMbwDy2BB50TI-fGm76-9Exp53DfXchF7UonHsaHdILnf6T3SAM7SJ7d0m7v722ZwI3peV6f0Ac2lLuPwpYLLUnsiaywEphUDHMrDfl8TJ9caLyQ_Cd7Ymzb5T0GoL1E3AXUSrf_0-UnVUq8CvbwvZKayWuql3-zRJJ_YyEUOK2xW1xph5zgaoHiVtJOtn6qEXeZmRq015JzVLDK7dOSEQo9OyDum0EACnKyQlXAOeObI7pe6mHh4hL3yWEU7047iep2Ms0NfQ_u3VAmtKJBEssSu0Do390koYWbiRJoBy-dqJ96x55Cl5w3l82xb-5T-FSp2Vdqcu6cImMjQ25N3gmWsICW3ckAbceqeADdmiylPF46hYbCW18iBQ1e2imOj2XURauSNasEt9X3oOm7FYQn5UKN4P2G9-90m7ZqWo05SOsakILyTb_JRf4Otxon3qgIf1_Gx3PgNiPxU_D9S-hkABpLPHvVSKKtbbaQuOZLkFOFfE=w1592-h848;coder
